ProductName,ShortDescription,FullDescription,ManufacturerId,VendorId,IsActive,ShowOnHomePage,MarkAsNew,AllowCustomerReviews,SellStartDatetimeUTC,SellEndDatetimeUTC,Sku,Price,IsDiscountAllowed,IsShippingFree,ShippingCharges,CategoriesIdsCommaSeperated,TagsIdsCommaSeperated,ShippingMethodsIdsCommaSeperated,ColorsIdsCommaSeperated,SizeIdsCommaSeperated,ImagesIdsCommaSeperated,EstimatedShippingDays,IsReturnAble,InventoryMethodId,WarehouseId,StockQuantity,IsBoundToStockQuantity,DisplayStockQuantity,OrderMinimumQuantity,OrderMaximumQuantity,MetaTitle,MetaKeywords,MetaDescription
2mm Battery Bracket for Red Top 20,<p><strong>2mm Aluminium Battery Bracket for Red Top 20 – Race-Proven Design by obp Motorsport</strong></p><p>The <strong>2mm Aluminium Battery Bracket for Red Top 20</strong> is part of obp Motorsport’s trusted line of precision-crafted aluminium co,"<p><strong>2mm Aluminium Battery Bracket for Red Top 20 – Race-Proven Design by obp Motorsport</strong></p><p>The <strong>2mm Aluminium Battery Bracket for Red Top 20</strong> is part of obp Motorsport’s trusted line of precision-crafted aluminium components. Known worldwide for <strong>outstanding craftsmanship, reliability</strong>, and <strong>UK-made quality</strong>, obp Motorsport’s aluminium products are built to perform under pressure.</p><p>Every bracket is <strong>handmade in the UK</strong> and undergoes <strong>rigorous quality control checks</strong> to ensure strength, durability, and a perfect fit—ideal for professional motorsport and high-performance applications.</p><p>This bracket is specifically engineered for the <strong>Red Top 20</strong> battery, offering a secure, lightweight solution for mounting in race cars, performance vehicles, and custom builds.</p><h3>Product Specifications:</h3><p><strong>Material:</strong> High-strength 2mm aluminium</p><p><strong>Battery Fitment Size:</strong> 176mm (L) x 84mm (W) x 130mm (H)</p><p><strong>Compatibility:</strong> Designed for Red Top 20 battery</p><p><strong>Manufactured in the UK</strong> – Handmade for precision and consistency</p><p><strong>Built for Motorsport:</strong> Vibration-resistant, durable, and lightweight</p><p>Trust <strong>obp Motorsport</strong> for high-performance components that meet the demands of competitive motorsport environments.</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,2mm Battery Bracket for Red Top 20,,
2mm Battery Bracket for Red Top 30,"<p><strong>2mm Aluminium Battery Bracket for Red Top 30 – Precision Crafted by obp Motorsport</strong></p><p>The <strong>2mm Aluminium Battery Bracket for Red Top 30</strong> is a premium component from <strong>obp Motorsport</strong>, a globally tru","<p><strong>2mm Aluminium Battery Bracket for Red Top 30 – Precision Crafted by obp Motorsport</strong></p><p>The <strong>2mm Aluminium Battery Bracket for Red Top 30</strong> is a premium component from <strong>obp Motorsport</strong>, a globally trusted name known for high-quality aluminium products. Aluminium has always been a key part of our product lineup, celebrated for <strong>exceptional craftsmanship, durability, and reliability</strong>.</p><p>Each bracket is <strong>handmade in the UK</strong> and undergoes <strong>rigorous quality checks</strong> to ensure it meets the highest motorsport standards before arriving at your door.</p><p>Designed specifically for the <strong>Red Top 30 battery</strong>, this bracket provides a secure, lightweight mounting solution ideal for motorsport and high-performance applications.</p><h3>Product Specifications:</h3><p><strong>Material:</strong> High-grade 2mm aluminium</p><p><strong>Battery Fitment Size:</strong> 250mm (L) x 97mm (W) x 156mm (H)</p><p><strong>Compatibility:</strong> Designed for Red Top 30 battery</p><p><strong>Manufactured in the UK</strong> – Handcrafted for precision and quality</p><p><strong>Motorsport-Ready:</strong> Engineered for vibration resistance and durability</p><p>Choose <strong>obp Motorsport</strong> for race-proven quality and reliability in every product.</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,2mm Battery Bracket for Red Top 30,,
2mm Battery Bracket for Red Top 40,"<p><strong>2mm Aluminium Battery Bracket for Red Top 40 – Expertly Crafted by obp Motorsport</strong></p><p>The <strong>2mm Aluminium Battery Bracket for Red Top 40</strong> is part of the renowned obp Motorsport aluminium range, celebrated worldwide","<p><strong>2mm Aluminium Battery Bracket for Red Top 40 – Expertly Crafted by obp Motorsport</strong></p><p>The <strong>2mm Aluminium Battery Bracket for Red Top 40</strong> is part of the renowned obp Motorsport aluminium range, celebrated worldwide for <strong>precision engineering, durability, and superior craftsmanship</strong>. Aluminium products have been a cornerstone of our lineup, trusted by racers and performance enthusiasts for their strength and lightweight design.</p><p>Each bracket is <strong>handmade in the UK</strong> and undergoes <strong>stringent quality control checks</strong> to ensure consistent reliability and perfect fitment before it’s delivered to your door.</p><p>Specifically designed for the <strong>Red Top 40 battery</strong>, this bracket provides a robust, lightweight mounting solution tailored for demanding motorsport and high-performance environments.</p><h3>Product Details:</h3><p><strong>Material:</strong> Premium 2mm aluminium for strength and weight efficiency</p><p><strong>Battery Dimensions:</strong> 250mm (L) x 97mm (W) x 206mm (H)</p><p><strong>Compatibility:</strong> Designed for Red Top 40 battery models</p><p><strong>Handcrafted in the UK</strong> – Ensuring quality and precision</p><p><strong>Motorsport-Grade Durability:</strong> Built to withstand vibration and extreme conditions</p><p>Trust <strong>obp Motorsport</strong> to deliver race-ready products engineered for excellence and reliability.</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,2mm Battery Bracket for Red Top 40,,
Aluminium Battery Tray,"<p><strong>Aluminium Battery Tray – Lightweight, High-Strength Mounting by obp Motorsport</strong><br><strong>Part Number: OBP0B70</strong></p><p>The <strong>Aluminium Battery Tray</strong> from <strong>obp Motorsport</strong> is a precision-engineer","<p><strong>Aluminium Battery Tray – Lightweight, High-Strength Mounting by obp Motorsport</strong><br><strong>Part Number: OBP0B70</strong></p><p>The <strong>Aluminium Battery Tray</strong> from <strong>obp Motorsport</strong> is a precision-engineered solution designed to provide a secure, lightweight platform for mounting your battery in motorsport and performance applications.</p><p>Aluminium has always been a cornerstone of obp Motorsport’s product lineup, recognised worldwide for its <strong>strength, reliability, and expert craftsmanship</strong>. Every obp aluminium product is <strong>handmade in the UK</strong> and undergoes <strong>strict quality control</strong> to ensure it meets the highest standards of performance and durability.</p><p>Ideal for use in race cars, rally cars, and custom builds, this tray offers a clean, professional finish and a robust foundation for battery installation.</p><h3>Product Specifications:</h3><p><strong>Part Number:</strong> OBP0B70</p><p><strong>Material:</strong> Premium 2mm aluminium</p><p><strong>Tray Dimensions:</strong> 260mm (L) x 175mm (W) x 175mm (H)</p><p><strong>Application:</strong> Suitable for a variety of motorsport and performance batteries</p><p><strong>Manufactured in the UK</strong> – Handmade with precision</p><p><strong>Motorsport-Grade Quality:</strong> Designed to withstand harsh environments and high vibration</p><p>Choose <strong>obp Motorsport</strong> for components that combine <strong>race-proven performance with precision engineering</strong>.</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,Aluminium Battery Tray,,
Adjustable Steering Wheel Hub Spacer,<h3><strong>Adjustable Steering Wheel Hub Spacer – CNC Billet Aluminium (45–70mm Extension)</strong></h3><p><strong>Enhance your driving position with the OBP Adjustable Steering Wheel Spacer.</strong> Precision-engineered from high-quality CNC-machi,"<h3><strong>Adjustable Steering Wheel Hub Spacer – CNC Billet Aluminium (45–70mm Extension)</strong></h3><p><strong>Enhance your driving position with the OBP Adjustable Steering Wheel Spacer.</strong> Precision-engineered from high-quality CNC-machined billet aluminium and anodised in black for a sleek, durable finish, this spacer is designed to bring the steering wheel 45mm to 70mm closer to the driver—ideal for improving comfort, control, and ergonomics in performance or custom driving setups.</p><p>This versatile hub spacer is <strong>multi-drilled to fit both 6x70mm and 6x74mm PCD bolt patterns</strong>, making it compatible with a wide range of aftermarket and motorsport steering wheels.</p><h4><strong>Key Features:</strong></h4><p>Adjustable distance: <strong>45mm to 70mm closer reach</strong></p><p><strong>CNC-machined billet aluminium</strong> for strength and precision</p><p><strong>Black anodised finish</strong> for corrosion resistance and aesthetics</p><p><strong>Dual bolt pattern compatibility</strong>: 6x70mm and 6x74mm PCD</p><p>Designed for <strong>performance, racing, and custom vehicle applications</strong></p><h4><strong>What’s Included:</strong></h4><p>1 × Allen Key</p><p>1 × Locking Key</p><p>6 × Mounting Bolts</p><p><strong>Part Number:</strong> OBP-QRSW-4</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,Adjustable Steering Wheel Hub Spacer,,
Steering Wheel Black Quick Release Hub,"<h3><strong>Black Quick Release Steering Wheel Hub – Weld-On | 3-Bolt 50.8mm PCD | OBP-QRSW-8</strong></h3><p>Upgrade your vehicle with the <strong>OBP Black Quick Release Steering Wheel Hub</strong>, designed for motorsport, track day, and performan","<h3><strong>Black Quick Release Steering Wheel Hub – Weld-On | 3-Bolt 50.8mm PCD | OBP-QRSW-8</strong></h3><p>Upgrade your vehicle with the <strong>OBP Black Quick Release Steering Wheel Hub</strong>, designed for motorsport, track day, and performance applications where quick and secure steering wheel removal is essential. This <strong>high-strength, weld-on quick release hub</strong> allows for easy detachment of the steering wheel, improving both <strong>driver safety and vehicle security</strong>.</p><p>Manufactured with a <strong>hard anodised inner spline</strong>, this hub offers <strong>exceptional strength, durability, and precise alignment</strong>, ensuring a reliable and consistent connection every time.</p><h4><strong>Key Features:</strong></h4><p><strong>Quick release design</strong> for fast and secure steering wheel removal</p><p><strong>Hard anodised inner spline</strong> for superior strength and wear resistance</p><p><strong>Weld-on fitment</strong>: 16mm diameter spigot, 25mm long (requires welding to steering column)</p><p>Compatible with <strong>50.8mm PCD 3-bolt steering wheels</strong></p><p>Simple release mechanism: <strong>pull the lever to detach</strong></p><p>Ideal for <strong>motorsport, racing, and high-security applications</strong></p><h4><strong>What’s Included:</strong></h4><p>1 × Quick Release Hub</p><p>Fixing Kit</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,Steering Wheel Black Quick Release Hub,,
Steering Wheel Black/Yellow Quick Release Hub,<h3><strong>Black &amp; Gold Quick Release Steering Wheel Hub – FIA Compliant | Weld-On | 3-Bolt 50.8mm PCD | OBP-QRSW-6</strong></h3><p>The <strong>OBP Black &amp; Gold Quick Release Steering Wheel Hub</strong> is engineered for motorsport and perfo,"<h3><strong>Black &amp; Gold Quick Release Steering Wheel Hub – FIA Compliant | Weld-On | 3-Bolt 50.8mm PCD | OBP-QRSW-6</strong></h3><p>The <strong>OBP Black &amp; Gold Quick Release Steering Wheel Hub</strong> is engineered for motorsport and performance applications, offering fast, secure steering wheel removal with enhanced safety and convenience. Designed to meet <strong>FIA regulations</strong>, this hub is ideal for race cars, drift builds, and custom projects where <strong>quick driver access and anti-theft protection</strong> are essential.</p><p>Featuring a <strong>hard anodised inner spline</strong>, this hub provides exceptional strength, durability, and precise alignment. The <strong>gold anodised release lever</strong> adds a professional finish while meeting FIA visual identification standards.</p><h4><strong>Key Features:</strong></h4><p><strong>Quick release functionality</strong> for fast steering wheel removal</p><p><strong>FIA-compliant gold anodised lever</strong> for visibility and regulation compliance</p><p><strong>Hard anodised inner spline</strong> ensures high strength and long-term durability</p><p><strong>Weld-on design</strong>: 16mm diameter spigot, 25mm long (requires welding to steering column)</p><p>Compatible with <strong>50.8mm PCD 3-bolt steering wheels</strong></p><p>Easy-to-use release mechanism: <strong>pull the gold lever toward you</strong></p><p>Ideal for <strong>track cars, race builds, and theft deterrent setups</strong></p><h4><strong>What’s Included:</strong></h4><p>1 × Black &amp; Gold Quick Release Hub</p><p>Fixing Kit</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,Steering Wheel Black/Yellow Quick Release Hub,,
Steering Wheel Black/Yellow Quick Release Hub,<h3><strong>Gold Quick Release Steering Wheel Hub – FIA Compliant | Weld-On | 6-Bolt 70mm PCD | OBP-QRSW-7</strong></h3><p>The <strong>OBP Gold Quick Release Steering Wheel Hub</strong> offers a high-performance solution for quick and secure steering,"<h3><strong>Gold Quick Release Steering Wheel Hub – FIA Compliant | Weld-On | 6-Bolt 70mm PCD | OBP-QRSW-7</strong></h3><p>The <strong>OBP Gold Quick Release Steering Wheel Hub</strong> offers a high-performance solution for quick and secure steering wheel removal, ideal for <strong>race cars, track builds, and custom performance vehicles</strong>. Designed for <strong>safety, convenience, and anti-theft protection</strong>, this weld-on hub meets <strong>FIA regulations</strong> with its distinctive <strong>gold anodised release lever</strong>, ensuring both compliance and high visibility.</p><p>Crafted with a <strong>hard anodised inner spline</strong>, the hub delivers maximum strength, durability, and perfect steering wheel alignment every time. The <strong>weld-on spigot</strong> measures 16mm in diameter and 25mm in length, providing a solid connection to your steering column.</p><h4><strong>Key Features:</strong></h4><p><strong>Quick release function</strong> for fast, tool-free steering wheel removal</p><p><strong>FIA-compliant gold anodised lever</strong> for enhanced safety and visibility</p><p><strong>Hard anodised inner spline</strong> for superior strength and wear resistance</p><p><strong>Weld-on fitment</strong>: 16mm diameter, 25mm long spigot (requires welding to column)</p><p>Designed to fit <strong>6-bolt, 70mm PCD steering wheels</strong></p><p><strong>Simple pull-to-release mechanism</strong> for ease of use</p><p>Suitable for <strong>motorsport, sim racing, or security-focused installations</strong></p><h4><strong>What’s Included:</strong></h4><p>1 × Gold Quick Release Hub</p><p>Fixing Kit</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,Steering Wheel Black/Yellow Quick Release Hub,,
Steering Wheel Black Quick Release Hub,"<h3><strong>Black Anodised Quick Release Steering Wheel Hub – OBP-QRSW-1</strong></h3><p>Upgrade your driving experience with our <strong>Black Anodised Quick Release Steering Wheel Hub</strong>, designed for fast, secure, and easy removal of your st","<h3><strong>Black Anodised Quick Release Steering Wheel Hub – OBP-QRSW-1</strong></h3><p>Upgrade your driving experience with our <strong>Black Anodised Quick Release Steering Wheel Hub</strong>, designed for fast, secure, and easy removal of your steering wheel. Ideal for motorsport applications or added vehicle security, this hub allows for quick detachment and repositioning of the wheel for optimal driving ergonomics.</p><h4><strong>Key Features:</strong></h4><p><strong>Enhanced Security &amp; Convenience</strong><br>Easily remove your steering wheel when parked or switch quickly into a racing setup.</p><p><strong>Self-Locking Ball Lock Mechanism</strong><br>A reliable, self-locking system ensures a solid, rattle-free connection. Simply pull back on the hub and press the silver button to release the wheel.</p><p><strong>Extended Reach</strong><br>Brings the steering wheel approximately <strong>60mm closer</strong> to the driver – perfect for achieving the ideal seating position in performance driving.</p><p><strong>Versatile Fitment</strong><br>Compatible with steering wheels and boss kits using either <strong>70mm or 74mm PCD 6-bolt patterns</strong>.</p><h4><strong>Kit Contents:</strong></h4><p>2 × Mild Steel Mounting Washers</p><p>4 × Electronic Connectors</p><p>6 × M5x14 Bolts</p><p>1 × Allen Key</p><h4><strong>Specifications:</strong></h4><p><strong>Finish:</strong> Black Anodised</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,Steering Wheel Black Quick Release Hub,,
Steering Wheel Black/Yellow Quick Release Hub,"<h3><strong>Black &amp; Gold Quick Release Steering Wheel Hub – OBP-QRSW-5</strong></h3><p>Engineered for performance, safety, and convenience, our <strong>Black &amp; Gold Quick Release Steering Wheel Hub</strong> offers a reliable and secure soluti","<h3><strong>Black &amp; Gold Quick Release Steering Wheel Hub – OBP-QRSW-5</strong></h3><p>Engineered for performance, safety, and convenience, our <strong>Black &amp; Gold Quick Release Steering Wheel Hub</strong> offers a reliable and secure solution for easily removing your steering wheel. Ideal for motorsport use or added vehicle security, this high-quality hub combines strength, precision, and FIA compliance.</p><h4><strong>Key Features:</strong></h4><p><strong>Quick &amp; Secure Detachment</strong><br>Designed for fast removal, this hub allows for quick access during racing scenarios or when added vehicle security is needed.</p><p><strong>Durable Anodised Construction</strong><br>Features a <strong>hard anodised inner spline</strong> for exceptional strength, longevity, and a precise fit every time. The <strong>gold anodised release lever</strong> is not only stylish but also <strong>FIA compliant</strong> for competitive use.</p><p><strong>Perfect Alignment Every Time</strong><br>The precision-engineered spline system ensures exact alignment and a solid, rattle-free connection between the hub and wheel.</p><p><strong>Compatible Fitment</strong><br>Designed to fit <strong>70mm PCD 6-bolt</strong> steering wheels and boss kits.</p><p><strong>Simple Operation</strong><br>To release the steering wheel, <strong>pull the gold lever toward you</strong>—quick, smooth, and secure.</p><h4><strong>Kit Contents:</strong></h4><p>2 × Allen Keys</p><p>6 × M5 x 16mm Cap Head Bolts</p><p>6 × M5 Countersunk Bolts</p><h4><strong>Specifications:</strong></h4><p><strong>Finish:</strong> Black &amp; Gold Anodised</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,Steering Wheel Black/Yellow Quick Release Hub,,
Steering Wheel Grey/Yellow Quick Release Hub,"<p><strong>Quick Release Steering Wheel Hub – Gun Metal Grey Anodised (OBP-QRSW-2)</strong></p><p>Upgrade your driving experience with our <strong>Gun Metal Grey Anodised Quick Release Steering Wheel Hub</strong>, designed for both convenience and pe","<p><strong>Quick Release Steering Wheel Hub – Gun Metal Grey Anodised (OBP-QRSW-2)</strong></p><p>Upgrade your driving experience with our <strong>Gun Metal Grey Anodised Quick Release Steering Wheel Hub</strong>, designed for both convenience and performance. Perfect for motorsport applications or added vehicle security, this hub allows for quick and easy removal of your steering wheel.</p><h3>Key Features:</h3><p><strong>Quick Detach System</strong>: Easily remove your steering wheel for racing, security, or access.</p><p><strong>D Lock Mechanism</strong>: Features a robust and wear-free <strong>D Lock</strong> system for a secure, play-free fit.</p><p><strong>FIA-Compliant Lever</strong>: Gold anodised lever meets <strong>FIA regulations</strong>, offering both functionality and compliance.</p><p><strong>Extended Reach</strong>: Brings the steering wheel approximately <strong>48mm closer</strong> to the driver – ideal for performance driving positions.</p><p><strong>Universal Fitment</strong>: Compatible with standard <strong>70mm PCD 6-hole</strong> steering wheels and boss kits.</p><h3>Simple to Use:</h3><p>To detach the wheel, simply <strong>pull the gold lever towards you</strong> – no tools required for daily use.</p><h3>What’s Included:</h3><p>2 × Allen Keys</p><p>6 × M5 x 16mm Cap Head Bolts</p><p>6 × M5 Counter Sunk Bolts</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,Steering Wheel Grey/Yellow Quick Release Hub,,
Sill Strengthening Kit (Pair),"<p><strong>A Pair of Sill Strengthening Plates and Tubes for OBPWSS01 Sill Stands.</strong></p><p>Fabrication required to fit these kits, including, drilling, welding and refinishing.</p><p>Product Information:</p><p>Pin Size: 20mm</p>","<p><strong>A Pair of Sill Strengthening Plates and Tubes for OBPWSS01 Sill Stands.</strong></p><p>Fabrication required to fit these kits, including, drilling, welding and refinishing.</p><p>Product Information:</p><p>Pin Size: 20mm</p>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,Sill Strengthening Kit (Pair),,
0.27 Litre Bulkhead Mount Oil Catch Tank - Black - 10mm Barb,,,0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,0.27 Litre Bulkhead Mount Oil Catch Tank - Black - 10mm Barb,,
0.5 Litre Bulkhead Mount Baffled Oil Catch Tank (Round),<p><strong>0.5L Bulkhead Mount Baffled Oil Catch Tank (Round).</strong></p><p>&nbsp;</p><p>What is a Oil Catch Tank?</p><p><br>A catch tank is a small simple can that is fitted to the vehicles crankcase ventilation circuit. The purpose of the<br>catc,"<p><strong>0.5L Bulkhead Mount Baffled Oil Catch Tank (Round).</strong></p><p>&nbsp;</p><p>What is a Oil Catch Tank?</p><p><br>A catch tank is a small simple can that is fitted to the vehicles crankcase ventilation circuit. The purpose of the<br>catch can is to trap the oil vapours and other contaminants before re-entering the engine. These vapors, which are<br>produced during combustion, are usually rerouted back through the intake system before being caught ensuring<br>clean air goes into the engine resulting in stopping oil being dripped onto the race track!</p><p>The tank acts as a filter between the crankcase and intake manifold and an important part of the vehicle as it helps<br>prevent harm coming to your engine.</p><p>The catch tank is plumber into the vehicles PCV System to capture excess crankcase vapors and residual mist from<br>re-entering the intake track.</p><p>The Oil Catch tank will allow your engine to run more efficiently due to the separation of oil from the intake system.<br>When there is oil in the system the end results are reduced fuel octane, high chance of engine knocks, worse<br>emissions and high oil consumption.</p><p>With obp’s extensive range, the is always an option available to suit your requirements.</p><p>Our tanks vary from:<br>• 1 to 3 Litres<br>• Standard Raw Silver Finish or ‘Dark Matter’ Black Finish<br>• AN / JIC Fittings or Barbed Ribbed Fittings</p><p>Product Information<br>&nbsp;</p><ul><li>Bulkhead Fitment</li><li>Deflector Plate Baffle</li><li>12mm Inlets</li><li>12mm Breather</li><li>M10x1.25 Drain</li></ul>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,0.5 Litre Bulkhead Mount Baffled Oil Catch Tank (Round),,
0.5 Litre V2 Splitable Bulkhead Mount Baffled Oil Catch Tank,<p>0.5 Litre V2 Splitable Bulkhead Mount Baffled Oil Catch Tank</p><p><strong>PART NUMBER : OBPV2CT010</strong></p><p>The V2 obp Catch Tank is new design produced by our team which allows you to split the catch tank in two to empty or clean as requir,"<p>0.5 Litre V2 Splitable Bulkhead Mount Baffled Oil Catch Tank</p><p><strong>PART NUMBER : OBPV2CT010</strong></p><p>The V2 obp Catch Tank is new design produced by our team which allows you to split the catch tank in two to empty or clean as required. The CNC Machined Billet component has been anodised black and features an internal removable stainless steel baffled plate with 3mm holes to help aid with cooling the oil. On the top, it has an adjustable stainless steel mounting bracket for ease of fitment.</p><p>It also includes an ELESA Oil Breather Dip Stick as standard.</p><p>What is a Oil Catch Tank?<br>A catch tank is a small simple can that is fitted to the vehicles crankcase ventilation circuit. The purpose of the<br>catch can is to trap the oil vapours and other contaminants before re-entering the engine. These vapors, which are<br>produced during combustion, are usually rerouted back through the intake system before being caught ensuring<br>clean air goes into the engine resulting in stopping oil being dripped onto the race track!</p><p>The tank acts as a filter between the crankcase and intake manifold and an important part of the vehicle as it helps<br>prevent harm coming to your engine.</p><p>The catch tank is plumber into the vehicles PCV System to capture excess crankcase vapors and residual mist from<br>re-entering the intake track.</p><p>The Oil Catch tank will allow your engine to run more efficiently due to the separation of oil from the intake system.<br>When there is oil in the system the end results are reduced fuel octane, high chance of engine knocks, worse<br>emissions and high oil consumption.</p><p>With obp’s extensive range, the is always an option available to suit your requirements.</p><p>Our tanks vary from:<br>• 1 to 3 Litres<br>• Standard Raw Silver Finish or ‘Dark Matter’ Black Finish<br>• AN / JIC Fittings or Barbed Ribbed Fittings</p><p>Product Information<br>&nbsp;</p><ul><li>Bulkhead Fitment</li><li>Stainless Steel Removable Baffled Plate</li><li>AN8 Female Inlets</li><li>M16 Elesa Oil Breather Dip Stick Included</li><li>M10x1.25 Drain</li></ul>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,0.5 Litre V2 Splitable Bulkhead Mount Baffled Oil Catch Tank,,
1 Litre Bulkhead Mount Baffled Oil Catch Tank (Round),<p><strong>1L Bulkhead Mount Baffled Oil Catch Tank (Round).</strong></p><p><strong>PART NUMBER : OBPCT008</strong></p><p>What is a Oil Catch Tank?<br>A catch tank is a small simple can that is fitted to the vehicles crankcase ventilation circuit. Th,"<p><strong>1L Bulkhead Mount Baffled Oil Catch Tank (Round).</strong></p><p><strong>PART NUMBER : OBPCT008</strong></p><p>What is a Oil Catch Tank?<br>A catch tank is a small simple can that is fitted to the vehicles crankcase ventilation circuit. The purpose of the<br>catch can is to trap the oil vapours and other contaminants before re-entering the engine. These vapors, which are<br>produced during combustion, are usually rerouted back through the intake system before being caught ensuring<br>clean air goes into the engine resulting in stopping oil being dripped onto the race track!</p><p>The tank acts as a filter between the crankcase and intake manifold and an important part of the vehicle as it helps<br>prevent harm coming to your engine.</p><p>The catch tank is plumber into the vehicles PCV System to capture excess crankcase vapors and residual mist from<br>re-entering the intake track.</p><p>The Oil Catch tank will allow your engine to run more efficiently due to the separation of oil from the intake system.<br>When there is oil in the system the end results are reduced fuel octane, high chance of engine knocks, worse<br>emissions and high oil consumption.</p><p>With obp’s extensive range, the is always an option available to suit your requirements.</p><p>Our tanks vary from:<br>• 1 to 3 Litres<br>• Standard Raw Silver Finish or ‘Dark Matter’ Black Finish<br>• AN / JIC Fittings or Barbed Ribbed Fittings</p><p>Product Information</p><ul><li>Bulkhead Fitment</li><li>170mm x 90Ømm</li><li>Deflector Plate Baffle</li><li>12mm Inlets</li><li>12mm Breather</li><li>M10x1.25 Drain</li></ul>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,1 Litre Bulkhead Mount Baffled Oil Catch Tank (Round),,
1 Litre Bulkhead Mount Baffled Oil Catch Tank (Square),<p><strong>1L Bulkhead Mount Baffled Oil Catch Tank (Square).</strong></p><p><strong>PART NUMBER : OBPCT005</strong></p><p>What is a Oil Catch Tank?<br>A catch tank is a small simple can that is fitted to the vehicles crankcase ventilation circuit. T,"<p><strong>1L Bulkhead Mount Baffled Oil Catch Tank (Square).</strong></p><p><strong>PART NUMBER : OBPCT005</strong></p><p>What is a Oil Catch Tank?<br>A catch tank is a small simple can that is fitted to the vehicles crankcase ventilation circuit. The purpose of the<br>catch can is to trap the oil vapours and other contaminants before re-entering the engine. These vapors, which are<br>produced during combustion, are usually rerouted back through the intake system before being caught ensuring<br>clean air goes into the engine resulting in stopping oil being dripped onto the race track!</p><p>The tank acts as a filter between the crankcase and intake manifold and an important part of the vehicle as it helps<br>prevent harm coming to your engine.</p><p>The catch tank is plumber into the vehicles PCV System to capture excess crankcase vapors and residual mist from<br>re-entering the intake track.</p><p>The Oil Catch tank will allow your engine to run more efficiently due to the separation of oil from the intake system.<br>When there is oil in the system the end results are reduced fuel octane, high chance of engine knocks, worse<br>emissions and high oil consumption.</p><p>With obp’s extensive range, the is always an option available to suit your requirements.</p><p>Our tanks vary from:<br>• 1 to 3 Litres<br>• Standard Raw Silver Finish or ‘Dark Matter’ Black Finish<br>• AN / JIC Fittings or Barbed Ribbed Fittings</p><p>Product Information</p><ul><li>Bulkhead Fitment</li><li>180x105x65mm Tank Only</li><li>Deflector Plate Baffle</li><li>12mm Inlets</li><li>12mm Breather</li><li>M10x1.25 Drain</li></ul>",0,0,1,0,0,1,,,,0,1,0,0,,,,,,,,0,1,0,0,0,0,1,0,1 Litre Bulkhead Mount Baffled Oil Catch Tank (Square),,
